epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,15315.7,1.2239,0.83196,0.95071,0.58787,0.46989,0.4956,0.30886,1.26809,0.92339,0.97437,0.0081685,0.0081685,0.0081685
187,15377.2,1.22139,0.82633,0.94905,0.58679,0.47002,0.49519,0.30882,1.26829,0.92343,0.97437,0.0081586,0.0081586,0.0081586
188,15539.6,1.22341,0.82773,0.95147,0.5868,0.4698,0.49524,0.30891,1.26848,0.92361,0.9744,0.0081487,0.0081487,0.0081487
189,15677.1,1.217,0.82566,0.95032,0.58623,0.47049,0.49529,0.30878,1.2684,0.92349,0.97439,0.0081388,0.0081388,0.0081388
190,15738.1,1.22399,0.83067,0.95116,0.58662,0.4703,0.49514,0.30864,1.26822,0.92339,0.97435,0.0081289,0.0081289,0.0081289
191,15839.9,1.21488,0.82138,0.94791,0.58663,0.47162,0.4956,0.30878,1.26816,0.92337,0.97426,0.008119,0.008119,0.008119
192,15945.7,1.22578,0.8264,0.95041,0.58924,0.46955,0.49546,0.30868,1.26819,0.92334,0.97423,0.0081091,0.0081091,0.0081091
193,16007,1.2178,0.82538,0.94946,0.58577,0.47277,0.49558,0.3088,1.26837,0.92342,0.97422,0.0080992,0.0080992,0.0080992
194,16105.9,1.22184,0.82584,0.94798,0.58496,0.47322,0.49567,0.30898,1.26826,0.92345,0.97418,0.0080893,0.0080893,0.0080893
195,16247.1,1.2202,0.82535,0.94899,0.58477,0.47288,0.49585,0.30911,1.26827,0.92331,0.97416,0.0080794,0.0080794,0.0080794
196,16347.2,1.22347,0.82526,0.94959,0.58384,0.47316,0.49589,0.309,1.26807,0.92357,0.97411,0.0080695,0.0080695,0.0080695
197,16448.9,1.22005,0.82185,0.94688,0.58288,0.47375,0.49572,0.30886,1.26787,0.92353,0.97403,0.0080596,0.0080596,0.0080596
198,16593.2,1.22094,0.82469,0.94854,0.58299,0.47329,0.4959,0.30892,1.26775,0.92363,0.97398,0.0080497,0.0080497,0.0080497
199,16734.4,1.21819,0.82073,0.94781,0.58298,0.47192,0.4955,0.30898,1.26777,0.9238,0.97393,0.0080398,0.0080398,0.0080398
200,16796,1.21985,0.82194,0.94734,0.58359,0.47067,0.49544,0.30888,1.26778,0.92378,0.97397,0.0080299,0.0080299,0.0080299
201,16938,1.21919,0.8221,0.94898,0.58282,0.47137,0.49548,0.30905,1.26768,0.92377,0.97385,0.00802,0.00802,0.00802
202,17038.4,1.22093,0.82269,0.94929,0.58391,0.47014,0.49584,0.30913,1.26761,0.92391,0.9738,0.0080101,0.0080101,0.0080101
203,17099.9,1.20987,0.8167,0.94682,0.58069,0.47343,0.49563,0.30919,1.2677,0.92378,0.97382,0.0080002,0.0080002,0.0080002
204,17241.2,1.22031,0.82357,0.94917,0.58115,0.47239,0.49562,0.30929,1.26759,0.92397,0.97372,0.0079903,0.0079903,0.0079903
205,17343.5,1.21961,0.82012,0.9483,0.57861,0.47486,0.49553,0.30925,1.26753,0.92408,0.97367,0.0079804,0.0079804,0.0079804
206,17404.8,1.2174,0.82072,0.94956,0.57801,0.47556,0.49553,0.30914,1.26782,0.92411,0.97365,0.0079705,0.0079705,0.0079705
207,17509.2,1.21541,0.81991,0.94737,0.57622,0.47569,0.49544,0.30902,1.2678,0.92417,0.97361,0.0079606,0.0079606,0.0079606
208,17570.5,1.21803,0.82079,0.94817,0.5767,0.47556,0.49551,0.3089,1.26794,0.92436,0.97364,0.0079507,0.0079507,0.0079507
209,17671.6,1.21787,0.82158,0.94849,0.57906,0.47334,0.49543,0.30901,1.26804,0.92439,0.97363,0.0079408,0.0079408,0.0079408
210,17733.1,1.21748,0.81798,0.94754,0.57898,0.4734,0.49517,0.30894,1.2681,0.92427,0.97358,0.0079309,0.0079309,0.0079309
211,17835.8,1.21782,0.81988,0.94712,0.57776,0.47382,0.4955,0.30897,1.26804,0.92441,0.97356,0.007921,0.007921,0.007921
212,17897.2,1.21624,0.82018,0.94734,0.57736,0.47467,0.49544,0.30895,1.26808,0.92451,0.97349,0.0079111,0.0079111,0.0079111
213,17959.1,1.21638,0.81787,0.94693,0.57745,0.47475,0.49539,0.30894,1.26808,0.92422,0.97347,0.0079012,0.0079012,0.0079012
214,18021.3,1.21492,0.81802,0.94586,0.57741,0.47434,0.49536,0.30882,1.26797,0.92424,0.97342,0.0078913,0.0078913,0.0078913
215,18083.3,1.2178,0.81868,0.94716,0.57692,0.47461,0.49502,0.30858,1.26808,0.92454,0.9734,0.0078814,0.0078814,0.0078814
216,18144.9,1.21546,0.81695,0.94758,0.5779,0.47464,0.49526,0.30883,1.2682,0.92448,0.97331,0.0078715,0.0078715,0.0078715
217,18247.8,1.21425,0.81577,0.94698,0.57849,0.47372,0.49527,0.30883,1.2682,0.92445,0.97331,0.0078616,0.0078616,0.0078616
218,18308.9,1.21522,0.81611,0.94815,0.5761,0.47494,0.49538,0.30886,1.26837,0.92441,0.97333,0.0078517,0.0078517,0.0078517
219,18450.8,1.21203,0.81064,0.94539,0.57773,0.47474,0.49545,0.30882,1.26836,0.92464,0.97335,0.0078418,0.0078418,0.0078418
220,18512.3,1.21289,0.81804,0.94738,0.57835,0.47387,0.49531,0.30883,1.2684,0.92467,0.97334,0.0078319,0.0078319,0.0078319
221,18617,1.21069,0.81063,0.94594,0.57702,0.47548,0.49534,0.30881,1.26852,0.92473,0.97331,0.007822,0.007822,0.007822
222,18719.4,1.21674,0.81571,0.94748,0.57799,0.47448,0.49534,0.30873,1.26869,0.92504,0.97337,0.0078121,0.0078121,0.0078121
223,18780.6,1.21012,0.81343,0.94476,0.57851,0.47453,0.4954,0.30881,1.26859,0.92498,0.9733,0.0078022,0.0078022,0.0078022
224,18842.2,1.21373,0.81372,0.94615,0.58068,0.4723,0.49521,0.30875,1.26889,0.92517,0.97333,0.0077923,0.0077923,0.0077923
225,18903.4,1.20939,0.81233,0.94695,0.57895,0.47391,0.49524,0.30878,1.26856,0.92523,0.97324,0.0077824,0.0077824,0.0077824
226,18965,1.21718,0.81723,0.947,0.57819,0.47464,0.49502,0.30861,1.26882,0.92524,0.97326,0.0077725,0.0077725,0.0077725
227,19066,1.21168,0.81107,0.94504,0.57904,0.47466,0.49513,0.30857,1.269,0.92546,0.97326,0.0077626,0.0077626,0.0077626
228,19166.4,1.21799,0.81547,0.94566,0.58139,0.47338,0.49535,0.30877,1.26901,0.92536,0.9733,0.0077527,0.0077527,0.0077527
229,19304.7,1.20611,0.8097,0.94344,0.58019,0.47395,0.4952,0.30885,1.26895,0.92537,0.9732,0.0077428,0.0077428,0.0077428
230,19450.3,1.21411,0.81233,0.94501,0.58072,0.47364,0.49526,0.3089,1.2691,0.92544,0.97317,0.0077329,0.0077329,0.0077329
231,19634.8,1.20926,0.80999,0.94604,0.58065,0.47349,0.49538,0.30896,1.26897,0.92547,0.97322,0.007723,0.007723,0.007723
232,19742,1.22081,0.81363,0.94756,0.58168,0.47378,0.49528,0.30887,1.26913,0.92517,0.97327,0.0077131,0.0077131,0.0077131
233,19848.4,1.21105,0.80921,0.94652,0.58147,0.47411,0.49535,0.30894,1.26925,0.92538,0.97327,0.0077032,0.0077032,0.0077032
234,19954.2,1.20917,0.81122,0.94417,0.58208,0.47432,0.49533,0.30885,1.26922,0.92548,0.97323,0.0076933,0.0076933,0.0076933
235,20015,1.21053,0.80723,0.94409,0.58686,0.47178,0.49552,0.30899,1.26923,0.92548,0.97318,0.0076834,0.0076834,0.0076834
236,20197.8,1.21307,0.80901,0.94487,0.581,0.47475,0.49537,0.30882,1.26934,0.92583,0.97315,0.0076735,0.0076735,0.0076735
237,20311.5,1.20889,0.80771,0.94445,0.58125,0.47428,0.49514,0.30881,1.26937,0.92559,0.97309,0.0076636,0.0076636,0.0076636
238,20464,1.20848,0.80805,0.94563,0.58585,0.47148,0.49514,0.30875,1.26954,0.92582,0.97311,0.0076537,0.0076537,0.0076537
239,20565.1,1.21418,0.81171,0.94477,0.58495,0.47184,0.49515,0.3088,1.2695,0.92594,0.97304,0.0076438,0.0076438,0.0076438
240,20626.2,1.20804,0.80604,0.94408,0.58039,0.47434,0.49537,0.30896,1.26948,0.92589,0.97305,0.0076339,0.0076339,0.0076339
241,20729.7,1.2044,0.80625,0.94322,0.58473,0.47155,0.49543,0.30894,1.26945,0.92626,0.97305,0.007624,0.007624,0.007624
242,20791.4,1.20763,0.80609,0.94341,0.58363,0.47201,0.49532,0.30891,1.26968,0.92652,0.973,0.0076141,0.0076141,0.0076141
243,20852.8,1.20766,0.80495,0.94467,0.58392,0.47253,0.49504,0.30884,1.26986,0.92633,0.97309,0.0076042,0.0076042,0.0076042
244,20914.2,1.20766,0.80796,0.94421,0.58422,0.47244,0.49537,0.309,1.26991,0.92657,0.97311,0.0075943,0.0075943,0.0075943
245,20975.3,1.20236,0.80251,0.94316,0.58317,0.47271,0.49531,0.30878,1.27001,0.92653,0.9731,0.0075844,0.0075844,0.0075844
246,21036.9,1.20269,0.80325,0.94296,0.58216,0.47301,0.49528,0.30894,1.27003,0.92675,0.97311,0.0075745,0.0075745,0.0075745
247,21135.8,1.20848,0.80589,0.94277,0.58325,0.47215,0.49512,0.30893,1.27012,0.92674,0.97316,0.0075646,0.0075646,0.0075646
248,21197.4,1.21093,0.8042,0.94409,0.58317,0.4721,0.49522,0.3089,1.27022,0.92704,0.97315,0.0075547,0.0075547,0.0075547
249,21299.7,1.2094,0.8059,0.94354,0.58127,0.47261,0.4952,0.30875,1.27035,0.92711,0.97318,0.0075448,0.0075448,0.0075448
250,21360,1.20684,0.80178,0.94411,0.58062,0.47324,0.49513,0.30893,1.27058,0.92722,0.97323,0.0075349,0.0075349,0.0075349
251,21463.4,1.20322,0.80232,0.94326,0.58301,0.47132,0.49524,0.30887,1.27075,0.9274,0.97325,0.007525,0.007525,0.007525
252,21603.1,1.20737,0.80568,0.94353,0.58022,0.47374,0.49509,0.30894,1.27076,0.92734,0.97322,0.0075151,0.0075151,0.0075151
253,21703.6,1.21161,0.80753,0.94302,0.57918,0.47422,0.49524,0.30887,1.27096,0.92728,0.97322,0.0075052,0.0075052,0.0075052
254,21806.8,1.20578,0.80225,0.9437,0.57917,0.47445,0.49507,0.30888,1.27118,0.92761,0.97319,0.0074953,0.0074953,0.0074953
255,21867.7,1.20526,0.79905,0.94399,0.57575,0.47609,0.49501,0.30892,1.27129,0.92777,0.97326,0.0074854,0.0074854,0.0074854
256,21928.8,1.20398,0.80226,0.94425,0.57751,0.47471,0.49511,0.309,1.27096,0.9277,0.97319,0.0074755,0.0074755,0.0074755
257,22028.6,1.20678,0.80346,0.94333,0.57657,0.47571,0.49529,0.30918,1.27084,0.92772,0.9731,0.0074656,0.0074656,0.0074656
258,22132,1.20788,0.8026,0.94556,0.57646,0.47579,0.49504,0.30877,1.27078,0.9276,0.97304,0.0074557,0.0074557,0.0074557
259,22229.2,1.20762,0.80336,0.94333,0.57713,0.47565,0.49509,0.30899,1.27061,0.92771,0.97302,0.0074458,0.0074458,0.0074458
260,22291,1.20639,0.80141,0.94281,0.57774,0.47593,0.49512,0.30897,1.27066,0.92795,0.97311,0.0074359,0.0074359,0.0074359
261,22352.3,1.20131,0.8026,0.94179,0.58191,0.47309,0.49513,0.30899,1.27098,0.92807,0.97316,0.007426,0.007426,0.007426
262,22413.6,1.20608,0.80093,0.94178,0.58087,0.47347,0.49535,0.30907,1.27088,0.92819,0.97306,0.0074161,0.0074161,0.0074161
263,22474.8,1.20264,0.80211,0.94256,0.58183,0.47264,0.49514,0.30906,1.27105,0.92827,0.97311,0.0074062,0.0074062,0.0074062
264,22535.8,1.20197,0.79676,0.94122,0.57926,0.47384,0.49519,0.3092,1.27107,0.92826,0.97303,0.0073963,0.0073963,0.0073963
265,22596.5,1.20811,0.80272,0.94369,0.5786,0.47491,0.49516,0.30899,1.27114,0.92813,0.973,0.0073864,0.0073864,0.0073864
266,22700.4,1.19885,0.79634,0.94102,0.57874,0.47467,0.49507,0.30865,1.27126,0.92846,0.97303,0.0073765,0.0073765,0.0073765
