epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,3892.79,1.28978,0.94233,0.97459,0.55653,0.44938,0.46711,0.28903,1.29322,0.97447,0.98814,0.009505,0.009505,0.009505
52,3954.31,1.29055,0.93629,0.97609,0.55101,0.44844,0.46931,0.28952,1.29387,0.97111,0.98843,0.0094951,0.0094951,0.0094951
53,4140.11,1.2936,0.9423,0.97717,0.55928,0.44709,0.46984,0.29067,1.29252,0.97185,0.98812,0.0094852,0.0094852,0.0094852
54,4240.32,1.29075,0.9417,0.97503,0.55503,0.4481,0.47006,0.29167,1.29307,0.96762,0.98829,0.0094753,0.0094753,0.0094753
55,4301.48,1.2838,0.93174,0.97557,0.56299,0.45257,0.47302,0.29117,1.29436,0.96657,0.98873,0.0094654,0.0094654,0.0094654
56,4362.87,1.2896,0.92912,0.97401,0.56865,0.44591,0.47265,0.2923,1.2897,0.96678,0.98878,0.0094555,0.0094555,0.0094555
57,4464.44,1.28702,0.93355,0.97373,0.55618,0.45419,0.47142,0.29179,1.29198,0.96765,0.98762,0.0094456,0.0094456,0.0094456
58,4525.75,1.28055,0.92525,0.97333,0.55226,0.45594,0.4756,0.29512,1.28455,0.96123,0.98571,0.0094357,0.0094357,0.0094357
59,4587.42,1.28545,0.92878,0.97309,0.55734,0.45926,0.47671,0.29455,1.29221,0.95995,0.98726,0.0094258,0.0094258,0.0094258
60,4691.17,1.28329,0.93017,0.97254,0.56163,0.45766,0.47578,0.29516,1.28276,0.95874,0.98603,0.0094159,0.0094159,0.0094159
61,4752.71,1.27743,0.92284,0.97149,0.57068,0.45092,0.47574,0.29626,1.27958,0.95926,0.98364,0.009406,0.009406,0.009406
62,4854.71,1.28008,0.92489,0.97033,0.56865,0.45268,0.47549,0.29456,1.28607,0.95958,0.98544,0.0093961,0.0093961,0.0093961
63,4915.88,1.27661,0.91925,0.97149,0.56353,0.45853,0.47627,0.29537,1.2854,0.95546,0.98541,0.0093862,0.0093862,0.0093862
64,4977.12,1.27751,0.9216,0.97171,0.56962,0.45814,0.47868,0.29666,1.28727,0.95907,0.98645,0.0093763,0.0093763,0.0093763
65,5113.4,1.27634,0.91639,0.97005,0.56632,0.46269,0.47982,0.29829,1.28429,0.95262,0.98407,0.0093664,0.0093664,0.0093664
66,5217.86,1.27946,0.92098,0.97254,0.57399,0.45446,0.4803,0.29798,1.28243,0.95509,0.985,0.0093565,0.0093565,0.0093565
67,5279.41,1.27845,0.91567,0.97028,0.55852,0.45438,0.47639,0.29428,1.289,0.95638,0.98496,0.0093466,0.0093466,0.0093466
68,5377.55,1.27805,0.91317,0.96981,0.57157,0.45517,0.47743,0.29621,1.28169,0.9541,0.9834,0.0093367,0.0093367,0.0093367
69,5438.51,1.2705,0.91062,0.96977,0.56662,0.45609,0.48027,0.29832,1.27927,0.94783,0.98284,0.0093268,0.0093268,0.0093268
70,5541.19,1.2729,0.90998,0.97007,0.57842,0.45267,0.4796,0.29801,1.28509,0.95188,0.9843,0.0093169,0.0093169,0.0093169
71,5602.55,1.27242,0.9072,0.9691,0.57603,0.45463,0.47905,0.29725,1.27958,0.94959,0.98351,0.009307,0.009307,0.009307
72,5663.81,1.275,0.91138,0.97062,0.56227,0.46467,0.48043,0.29801,1.28025,0.94775,0.98495,0.0092971,0.0092971,0.0092971
73,5762.59,1.27229,0.90688,0.97036,0.56506,0.46514,0.48503,0.30134,1.2759,0.94428,0.98265,0.0092872,0.0092872,0.0092872
74,5862.69,1.27873,0.91044,0.96888,0.5772,0.45697,0.4819,0.30022,1.27516,0.94579,0.98125,0.0092773,0.0092773,0.0092773
75,5923.76,1.2618,0.89885,0.96695,0.56566,0.45858,0.47927,0.29792,1.27665,0.94989,0.98178,0.0092674,0.0092674,0.0092674
76,6067.01,1.26764,0.89908,0.97015,0.56564,0.46452,0.48348,0.30138,1.27363,0.94435,0.97958,0.0092575,0.0092575,0.0092575
77,6169.76,1.26763,0.90239,0.96681,0.56908,0.46232,0.48177,0.2994,1.27709,0.94545,0.98038,0.0092476,0.0092476,0.0092476
78,6348.08,1.26879,0.90277,0.9673,0.57165,0.46283,0.48469,0.30173,1.27421,0.94249,0.97997,0.0092377,0.0092377,0.0092377
79,6409.8,1.26249,0.89699,0.96698,0.57095,0.46077,0.48362,0.29958,1.27262,0.94413,0.98007,0.0092278,0.0092278,0.0092278
80,6471.65,1.26693,0.904,0.96744,0.56996,0.45942,0.48361,0.30031,1.27537,0.94601,0.98034,0.0092179,0.0092179,0.0092179
81,6533.33,1.26837,0.89941,0.96824,0.56675,0.46387,0.48453,0.30058,1.27794,0.94509,0.98167,0.009208,0.009208,0.009208
82,6637.05,1.26767,0.89703,0.96637,0.56772,0.46262,0.48495,0.30139,1.27865,0.94501,0.98211,0.0091981,0.0091981,0.0091981
83,6778.17,1.26348,0.89551,0.96529,0.5656,0.47117,0.4869,0.30306,1.2774,0.94188,0.98106,0.0091882,0.0091882,0.0091882
84,6839.48,1.26284,0.89504,0.96548,0.5709,0.46474,0.48859,0.30462,1.27461,0.94048,0.98062,0.0091783,0.0091783,0.0091783
85,6901.26,1.26413,0.8967,0.96542,0.57772,0.46675,0.4902,0.3043,1.27454,0.93825,0.98059,0.0091684,0.0091684,0.0091684
86,7002.43,1.26233,0.8919,0.96583,0.57368,0.46589,0.48947,0.30398,1.27605,0.93854,0.98037,0.0091585,0.0091585,0.0091585
87,7105.68,1.25818,0.88825,0.96273,0.57495,0.46063,0.48732,0.30369,1.27379,0.9378,0.98059,0.0091486,0.0091486,0.0091486
88,7211.53,1.25397,0.88571,0.96231,0.58149,0.4587,0.48646,0.30275,1.27524,0.93892,0.98062,0.0091387,0.0091387,0.0091387
89,7273.01,1.26154,0.8883,0.96402,0.56858,0.46588,0.48779,0.30437,1.27328,0.93999,0.97968,0.0091288,0.0091288,0.0091288
90,7373.14,1.26106,0.89069,0.96576,0.57033,0.46442,0.48899,0.30477,1.27545,0.93961,0.98074,0.0091189,0.0091189,0.0091189
91,7476.7,1.25872,0.88799,0.96479,0.57137,0.46705,0.49032,0.30503,1.27574,0.93855,0.98058,0.009109,0.009109,0.009109
92,7578.99,1.25813,0.88435,0.96266,0.58285,0.46294,0.49004,0.30556,1.27361,0.93695,0.98006,0.0090991,0.0090991,0.0090991
93,7640.19,1.25521,0.88553,0.96294,0.58079,0.46373,0.48861,0.30532,1.27375,0.93599,0.97988,0.0090892,0.0090892,0.0090892
94,7740.79,1.25809,0.88289,0.96393,0.57287,0.46491,0.48878,0.30459,1.27321,0.93504,0.97996,0.0090793,0.0090793,0.0090793
95,7842.94,1.25529,0.88173,0.96268,0.57594,0.4622,0.4886,0.30379,1.27261,0.93498,0.97931,0.0090694,0.0090694,0.0090694
96,7904.2,1.25509,0.88557,0.96219,0.57228,0.46388,0.4894,0.30377,1.27195,0.93284,0.97823,0.0090595,0.0090595,0.0090595
97,8010.74,1.2541,0.88418,0.96353,0.58093,0.46404,0.49042,0.30428,1.27149,0.93288,0.97816,0.0090496,0.0090496,0.0090496
98,8110.95,1.2569,0.87993,0.96117,0.57252,0.46876,0.49057,0.30536,1.26815,0.93098,0.97754,0.0090397,0.0090397,0.0090397
99,8214.06,1.25027,0.87909,0.9615,0.57768,0.46544,0.49013,0.30496,1.26889,0.93062,0.97721,0.0090298,0.0090298,0.0090298
100,8275.76,1.24822,0.87479,0.95895,0.57198,0.46722,0.48976,0.3046,1.26783,0.93091,0.97705,0.0090199,0.0090199,0.0090199
101,8378.62,1.25332,0.87671,0.96254,0.57265,0.47052,0.49086,0.30568,1.26979,0.93153,0.97824,0.00901,0.00901,0.00901
102,8440.56,1.25434,0.87803,0.96037,0.57282,0.47105,0.49104,0.30523,1.27166,0.93143,0.97826,0.0090001,0.0090001,0.0090001
103,8502.33,1.24456,0.87169,0.95995,0.57562,0.46786,0.49056,0.3054,1.27037,0.93018,0.97794,0.0089902,0.0089902,0.0089902
104,8604.82,1.25633,0.88055,0.96456,0.57061,0.47407,0.49065,0.30614,1.26972,0.92961,0.97801,0.0089803,0.0089803,0.0089803
105,8665.87,1.24914,0.87449,0.96062,0.5683,0.47457,0.49106,0.30537,1.27138,0.93085,0.97846,0.0089704,0.0089704,0.0089704
106,8727.16,1.25239,0.87689,0.96282,0.56664,0.47686,0.49114,0.30502,1.27141,0.93164,0.97818,0.0089605,0.0089605,0.0089605
107,8788.8,1.25142,0.872,0.96071,0.57302,0.47301,0.4912,0.30536,1.26959,0.93063,0.97779,0.0089506,0.0089506,0.0089506
108,8849.99,1.2524,0.87401,0.9614,0.56788,0.47629,0.49127,0.30534,1.26917,0.93043,0.97764,0.0089407,0.0089407,0.0089407
109,8949.33,1.25182,0.8734,0.96225,0.5753,0.47134,0.49064,0.30493,1.26982,0.93093,0.97727,0.0089308,0.0089308,0.0089308
110,9010.79,1.24896,0.87101,0.95937,0.58539,0.46399,0.49019,0.3055,1.26871,0.93058,0.97712,0.0089209,0.0089209,0.0089209
111,9113.63,1.24583,0.87127,0.95949,0.58466,0.46475,0.49133,0.30622,1.26797,0.9298,0.97684,0.008911,0.008911,0.008911
112,9174.86,1.24607,0.86965,0.96094,0.58136,0.46623,0.49073,0.30563,1.2685,0.92967,0.97699,0.0089011,0.0089011,0.0089011
113,9236,1.24634,0.86644,0.95768,0.58108,0.46549,0.49159,0.30546,1.26979,0.92946,0.97728,0.0088912,0.0088912,0.0088912
114,9297.5,1.24902,0.8714,0.96024,0.58104,0.46562,0.4912,0.30581,1.26948,0.92976,0.97745,0.0088813,0.0088813,0.0088813
115,9359.42,1.23984,0.86447,0.95509,0.58095,0.46799,0.49151,0.30573,1.26947,0.92894,0.9773,0.0088714,0.0088714,0.0088714
116,9420.59,1.24723,0.86751,0.95851,0.58318,0.46738,0.49109,0.30552,1.26887,0.92872,0.97701,0.0088615,0.0088615,0.0088615
117,9523.89,1.24489,0.8686,0.95976,0.5833,0.46774,0.49181,0.30603,1.26833,0.92803,0.97667,0.0088516,0.0088516,0.0088516
118,9584.72,1.24523,0.86335,0.95858,0.58133,0.46848,0.49155,0.30569,1.26851,0.92858,0.97634,0.0088417,0.0088417,0.0088417
119,9803.2,1.24505,0.86812,0.95879,0.58304,0.46738,0.49148,0.30591,1.26875,0.92837,0.97675,0.0088318,0.0088318,0.0088318
120,9946.23,1.24627,0.86549,0.95771,0.58014,0.47173,0.49202,0.3056,1.26836,0.92809,0.97654,0.0088219,0.0088219,0.0088219
121,10007.3,1.24097,0.86152,0.958,0.57914,0.47047,0.49126,0.30514,1.26853,0.9287,0.9764,0.008812,0.008812,0.008812
122,10069.3,1.24484,0.86535,0.95832,0.57827,0.47184,0.49271,0.30642,1.26822,0.9277,0.97614,0.0088021,0.0088021,0.0088021
123,10171.3,1.24619,0.86135,0.95929,0.57555,0.47377,0.49273,0.3067,1.26851,0.92717,0.97616,0.0087922,0.0087922,0.0087922
124,10232.9,1.23429,0.85889,0.95586,0.58195,0.47109,0.49285,0.30715,1.26824,0.92709,0.976,0.0087823,0.0087823,0.0087823
125,10333,1.24395,0.86085,0.95673,0.58502,0.46805,0.49345,0.30745,1.26833,0.92699,0.97574,0.0087724,0.0087724,0.0087724
126,10430.8,1.24053,0.85979,0.95964,0.57999,0.47468,0.4945,0.30778,1.26829,0.9263,0.97576,0.0087625,0.0087625,0.0087625
127,10491.6,1.23784,0.86017,0.95606,0.58413,0.472,0.49466,0.30774,1.26836,0.9265,0.97565,0.0087526,0.0087526,0.0087526
128,10592,1.23995,0.85488,0.95603,0.58495,0.47237,0.49417,0.3079,1.26854,0.92646,0.97571,0.0087427,0.0087427,0.0087427
129,10697.2,1.23637,0.85429,0.95693,0.58308,0.47192,0.49372,0.30769,1.26859,0.92626,0.9759,0.0087328,0.0087328,0.0087328
130,10804.6,1.23877,0.85613,0.95774,0.58551,0.47111,0.49329,0.30726,1.26872,0.92634,0.97597,0.0087229,0.0087229,0.0087229
131,10909.2,1.24611,0.86217,0.95627,0.59057,0.46975,0.49345,0.30804,1.26822,0.92602,0.97588,0.008713,0.008713,0.008713
132,10970,1.24086,0.85455,0.95561,0.59019,0.46949,0.49336,0.30778,1.26809,0.92651,0.97591,0.0087031,0.0087031,0.0087031
133,11031.2,1.23945,0.85675,0.95626,0.59178,0.46664,0.49275,0.30725,1.26828,0.9265,0.97596,0.0086932,0.0086932,0.0086932
134,11133.2,1.24023,0.85608,0.95539,0.58667,0.4682,0.49209,0.30692,1.26785,0.92641,0.97584,0.0086833,0.0086833,0.0086833
135,11194.1,1.24066,0.85602,0.95785,0.58718,0.46738,0.49152,0.30675,1.26779,0.92626,0.97584,0.0086734,0.0086734,0.0086734
136,11300.2,1.23965,0.85305,0.95625,0.58785,0.46662,0.49205,0.30706,1.2671,0.9261,0.97569,0.0086635,0.0086635,0.0086635
137,11361.8,1.23471,0.85015,0.95714,0.58775,0.46646,0.49219,0.30721,1.26672,0.9259,0.97554,0.0086536,0.0086536,0.0086536
138,11423.4,1.24077,0.85479,0.9576,0.59356,0.46325,0.49248,0.30726,1.26698,0.92563,0.97552,0.0086437,0.0086437,0.0086437
139,11484.9,1.23828,0.85102,0.95638,0.58976,0.46556,0.49224,0.30681,1.26743,0.92591,0.97552,0.0086338,0.0086338,0.0086338
140,11546.2,1.23624,0.85229,0.9536,0.58726,0.46692,0.49221,0.30701,1.26771,0.92618,0.97551,0.0086239,0.0086239,0.0086239
141,11607.8,1.23445,0.84826,0.95523,0.58559,0.46887,0.49262,0.30723,1.2675,0.92624,0.9755,0.008614,0.008614,0.008614
142,11669.1,1.23554,0.8469,0.95467,0.58896,0.46719,0.49368,0.30787,1.2675,0.92592,0.97543,0.0086041,0.0086041,0.0086041
143,11810.5,1.2324,0.84997,0.9552,0.59147,0.46691,0.49363,0.30776,1.26749,0.92592,0.97539,0.0085942,0.0085942,0.0085942
144,11909.3,1.2353,0.84701,0.95473,0.58573,0.46812,0.49337,0.30771,1.26755,0.92565,0.97541,0.0085843,0.0085843,0.0085843
145,12012.4,1.2354,0.84727,0.95473,0.58881,0.4655,0.49381,0.3083,1.26753,0.92525,0.97541,0.0085744,0.0085744,0.0085744
146,12073.7,1.23681,0.84704,0.95691,0.5878,0.46576,0.49405,0.30819,1.26786,0.92486,0.97535,0.0085645,0.0085645,0.0085645
147,12135,1.23627,0.85207,0.95616,0.58703,0.4669,0.49471,0.30837,1.26784,0.92507,0.97542,0.0085546,0.0085546,0.0085546
148,12196.2,1.24016,0.85147,0.95595,0.58576,0.46767,0.49459,0.30844,1.26771,0.92479,0.97536,0.0085447,0.0085447,0.0085447
149,12306.6,1.23298,0.84527,0.95476,0.5844,0.46882,0.49451,0.30821,1.26791,0.92491,0.97542,0.0085348,0.0085348,0.0085348
150,12367.5,1.23177,0.84638,0.95388,0.58322,0.46992,0.49427,0.30867,1.26756,0.9246,0.97532,0.0085249,0.0085249,0.0085249
151,12429,1.23012,0.84214,0.95429,0.58428,0.46974,0.49414,0.30897,1.26775,0.92472,0.97544,0.008515,0.008515,0.008515
152,12533.1,1.23324,0.84428,0.95319,0.58408,0.47049,0.4941,0.30893,1.26774,0.92474,0.9753,0.0085051,0.0085051,0.0085051
153,12594.9,1.22842,0.84458,0.95252,0.58394,0.4701,0.4939,0.30879,1.26776,0.92479,0.97522,0.0084952,0.0084952,0.0084952
154,12656.4,1.22662,0.84303,0.95284,0.58157,0.47211,0.49356,0.30877,1.26781,0.9246,0.97522,0.0084853,0.0084853,0.0084853
155,12717.8,1.23433,0.8435,0.95464,0.58129,0.47265,0.49351,0.30854,1.26777,0.92484,0.97524,0.0084754,0.0084754,0.0084754
156,12818.8,1.22821,0.84,0.95342,0.58275,0.47209,0.49368,0.30854,1.26785,0.92416,0.97529,0.0084655,0.0084655,0.0084655
157,12880.1,1.22873,0.84038,0.95251,0.58678,0.47082,0.49392,0.30868,1.2677,0.92422,0.97524,0.0084556,0.0084556,0.0084556
158,12940.8,1.22878,0.84146,0.95192,0.58963,0.46778,0.49421,0.30894,1.26779,0.92405,0.97528,0.0084457,0.0084457,0.0084457
159,13001.9,1.23469,0.84379,0.95401,0.58904,0.46884,0.49475,0.3091,1.26791,0.92389,0.9753,0.0084358,0.0084358,0.0084358
160,13063.4,1.22964,0.83979,0.952,0.58975,0.46777,0.49473,0.30929,1.26792,0.92372,0.97534,0.0084259,0.0084259,0.0084259
161,13124.9,1.22864,0.84126,0.9515,0.58833,0.46902,0.49517,0.3093,1.26797,0.92354,0.97527,0.008416,0.008416,0.008416
162,13229.4,1.22483,0.83834,0.95065,0.58392,0.47263,0.49475,0.30947,1.26824,0.92371,0.97534,0.0084061,0.0084061,0.0084061
163,13371.3,1.22967,0.8395,0.95142,0.58383,0.47241,0.49509,0.3096,1.268,0.92341,0.97526,0.0083962,0.0083962,0.0083962
164,13433.2,1.23017,0.8395,0.95197,0.58511,0.47115,0.49534,0.3096,1.26806,0.92329,0.97513,0.0083863,0.0083863,0.0083863
165,13495,1.22732,0.83414,0.95101,0.58737,0.47048,0.49529,0.30951,1.26816,0.92304,0.9751,0.0083764,0.0083764,0.0083764
166,13603.4,1.22935,0.83839,0.95207,0.58414,0.47324,0.49523,0.30961,1.26783,0.92284,0.97497,0.0083665,0.0083665,0.0083665
167,13665.1,1.22153,0.83286,0.95223,0.58707,0.47143,0.49483,0.3095,1.26795,0.92282,0.9749,0.0083566,0.0083566,0.0083566
168,13769.6,1.22793,0.84052,0.95542,0.58674,0.47184,0.49495,0.30944,1.26781,0.92294,0.97483,0.0083467,0.0083467,0.0083467
169,13871.6,1.22625,0.83401,0.94986,0.59241,0.46765,0.49482,0.30952,1.26799,0.92271,0.97477,0.0083368,0.0083368,0.0083368
170,13933.3,1.22649,0.83411,0.95086,0.58863,0.47088,0.49496,0.3095,1.26809,0.92264,0.97477,0.0083269,0.0083269,0.0083269
171,13995,1.22315,0.83223,0.9507,0.58868,0.47009,0.49488,0.30931,1.26806,0.92262,0.97472,0.008317,0.008317,0.008317
172,14055.7,1.22424,0.83405,0.95166,0.5875,0.47082,0.4947,0.30915,1.26816,0.92238,0.97475,0.0083071,0.0083071,0.0083071
173,14116,1.22241,0.83207,0.9505,0.58435,0.47234,0.49486,0.30944,1.26845,0.9222,0.97484,0.0082972,0.0082972,0.0082972
174,14177,1.22118,0.82998,0.951,0.58448,0.47248,0.49517,0.30913,1.26834,0.92257,0.97488,0.0082873,0.0082873,0.0082873
175,14238.7,1.22847,0.83767,0.95192,0.58668,0.47222,0.49523,0.30901,1.26825,0.92248,0.97481,0.0082774,0.0082774,0.0082774
176,14300.6,1.22662,0.83294,0.9532,0.58721,0.47207,0.49503,0.30899,1.26821,0.92285,0.97476,0.0082675,0.0082675,0.0082675
177,14361.6,1.22122,0.83026,0.95174,0.58992,0.46986,0.49495,0.30909,1.26786,0.92275,0.97468,0.0082576,0.0082576,0.0082576
178,14465.9,1.22182,0.83313,0.95029,0.58712,0.47123,0.49485,0.30913,1.26808,0.92294,0.97467,0.0082477,0.0082477,0.0082477
179,14566,1.22444,0.83188,0.95148,0.58757,0.47116,0.49494,0.30909,1.26798,0.92269,0.9746,0.0082378,0.0082378,0.0082378
180,14709.3,1.22064,0.82696,0.95065,0.58784,0.47057,0.49504,0.30908,1.26809,0.92293,0.97455,0.0082279,0.0082279,0.0082279
181,14847,1.22638,0.83218,0.95065,0.58854,0.47012,0.4951,0.30896,1.2682,0.92304,0.97462,0.008218,0.008218,0.008218
182,14990.5,1.22584,0.83119,0.95192,0.58732,0.47014,0.49503,0.3088,1.26807,0.92317,0.97451,0.0082081,0.0082081,0.0082081
183,15091.2,1.22307,0.83084,0.94994,0.58649,0.46986,0.49559,0.3088,1.26798,0.92326,0.9745,0.0081982,0.0081982,0.0081982
184,15152.4,1.22407,0.82947,0.95111,0.58146,0.47213,0.49556,0.3089,1.26804,0.9231,0.97448,0.0081883,0.0081883,0.0081883
185,15213.6,1.21926,0.82697,0.95077,0.58431,0.47116,0.49525,0.30895,1.26803,0.92311,0.97439,0.0081784,0.0081784,0.0081784
