epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
49,1392.85,1.3927,1.01127,0.9194,0.43116,0.31115,0.31775,0.18426,1.37018,1.01914,0.91532,0.005248,0.005248,0.005248
50,1420.45,1.38805,1.01064,0.92013,0.43744,0.3202,0.32155,0.18556,1.36416,1.01891,0.91371,0.005149,0.005149,0.005149
51,1448.22,1.38692,1.00612,0.91872,0.4282,0.32387,0.32179,0.18502,1.36612,1.01145,0.91412,0.00505,0.00505,0.00505
52,1476.16,1.3853,0.99854,0.91883,0.42446,0.32432,0.32238,0.18571,1.36142,1.01445,0.91257,0.004951,0.004951,0.004951
53,1503.85,1.388,1.00655,0.91985,0.42589,0.32261,0.32132,0.18476,1.3647,1.01464,0.91406,0.004852,0.004852,0.004852
54,1531.23,1.38384,1.00016,0.91687,0.4219,0.31887,0.32131,0.18659,1.35927,1.00597,0.91287,0.004753,0.004753,0.004753
55,1557.87,1.37616,0.99183,0.91697,0.42858,0.32149,0.32172,0.18621,1.36172,1.00684,0.91212,0.004654,0.004654,0.004654
56,1627.82,1.38048,0.98912,0.91545,0.43718,0.32172,0.32378,0.18684,1.35951,1.01401,0.91135,0.004555,0.004555,0.004555
57,1681.59,1.37303,0.98991,0.91455,0.4214,0.32697,0.31951,0.18663,1.35119,1.00684,0.90937,0.004456,0.004456,0.004456
58,1709.18,1.36632,0.98002,0.91441,0.42377,0.32519,0.32137,0.18629,1.35575,1.00569,0.9113,0.004357,0.004357,0.004357
59,1736.87,1.37027,0.98141,0.91515,0.43202,0.32622,0.32428,0.18869,1.35958,0.99998,0.91193,0.004258,0.004258,0.004258
60,1764.18,1.37223,0.98375,0.91428,0.44219,0.32393,0.32652,0.19005,1.35548,1.00211,0.91087,0.004159,0.004159,0.004159
61,1792.02,1.36328,0.97734,0.91392,0.43809,0.32318,0.3272,0.18968,1.35507,1.00179,0.9104,0.00406,0.00406,0.00406
62,1844.98,1.36566,0.9792,0.91306,0.4532,0.31616,0.32735,0.18972,1.35223,0.99654,0.90975,0.003961,0.003961,0.003961
63,1877.35,1.35754,0.97065,0.91248,0.43552,0.3234,0.32953,0.19148,1.35266,0.99733,0.90929,0.003862,0.003862,0.003862
64,1904.47,1.36004,0.97141,0.91275,0.43845,0.33017,0.33099,0.19308,1.34814,0.99376,0.90846,0.003763,0.003763,0.003763
65,1931.81,1.35829,0.96601,0.91054,0.43563,0.32849,0.32998,0.19085,1.34925,0.993,0.90878,0.003664,0.003664,0.003664
66,1958.85,1.35871,0.96694,0.91215,0.43113,0.32908,0.33122,0.19355,1.34683,0.99146,0.90781,0.003565,0.003565,0.003565
67,1986.59,1.35961,0.96317,0.91151,0.4396,0.32885,0.33096,0.19187,1.3475,0.99101,0.90822,0.003466,0.003466,0.003466
68,2014.34,1.35557,0.95913,0.91,0.42446,0.3301,0.32933,0.19103,1.34626,0.99469,0.90846,0.003367,0.003367,0.003367
69,2041.85,1.34137,0.95325,0.90952,0.43931,0.32627,0.33104,0.19321,1.34565,0.99185,0.90904,0.003268,0.003268,0.003268
70,2070,1.34357,0.9512,0.90958,0.4428,0.32504,0.33128,0.1924,1.34561,0.99135,0.90824,0.003169,0.003169,0.003169
71,2098.68,1.34588,0.95023,0.90856,0.43788,0.33089,0.33279,0.1927,1.34356,0.98842,0.9075,0.00307,0.00307,0.00307
72,2127.65,1.34982,0.95271,0.90883,0.43695,0.33116,0.3334,0.19268,1.34342,0.98988,0.90691,0.002971,0.002971,0.002971
73,2155.28,1.34735,0.94845,0.90929,0.44017,0.33112,0.33332,0.19303,1.34337,0.99038,0.90837,0.002872,0.002872,0.002872
74,2182.65,1.35468,0.95354,0.90771,0.44182,0.33077,0.33311,0.19391,1.34237,0.98707,0.90811,0.002773,0.002773,0.002773
75,2209.28,1.33003,0.93607,0.90635,0.44288,0.33022,0.3336,0.19453,1.34371,0.98788,0.90873,0.002674,0.002674,0.002674
76,2236.27,1.33162,0.93456,0.90745,0.43786,0.32773,0.33442,0.19529,1.34221,0.98491,0.90813,0.002575,0.002575,0.002575
77,2263.45,1.33618,0.93898,0.90512,0.43203,0.32954,0.33366,0.19445,1.34126,0.98569,0.90737,0.002476,0.002476,0.002476
78,2290.47,1.33641,0.93915,0.9057,0.43562,0.33433,0.33566,0.19552,1.34298,0.98542,0.90774,0.002377,0.002377,0.002377
79,2317.45,1.32593,0.93086,0.90551,0.43629,0.33393,0.33626,0.19568,1.34059,0.98492,0.90779,0.002278,0.002278,0.002278
80,2345.33,1.33181,0.93438,0.90556,0.43995,0.33339,0.33641,0.19513,1.34043,0.985,0.90706,0.002179,0.002179,0.002179
81,2372.7,1.32956,0.92868,0.90564,0.44747,0.3336,0.33588,0.19516,1.34058,0.98606,0.9078,0.00208,0.00208,0.00208
82,2411.08,1.33047,0.9256,0.90425,0.43255,0.34012,0.33721,0.19486,1.34077,0.98335,0.90763,0.001981,0.001981,0.001981
83,2438.92,1.32029,0.92427,0.90305,0.43192,0.34,0.33637,0.19486,1.34205,0.98295,0.90805,0.001882,0.001882,0.001882
84,2466.36,1.32225,0.92122,0.90376,0.44217,0.33147,0.33618,0.19515,1.33735,0.98226,0.90619,0.001783,0.001783,0.001783
85,2491.13,1.3208,0.92039,0.90301,0.42973,0.33193,0.33467,0.19486,1.33832,0.98413,0.90599,0.001684,0.001684,0.001684
86,2518.69,1.3192,0.91658,0.9025,0.43828,0.33233,0.33509,0.19523,1.33726,0.98281,0.90553,0.001585,0.001585,0.001585
87,2545.71,1.31471,0.91156,0.90123,0.43233,0.33498,0.33522,0.19525,1.33619,0.98182,0.90558,0.001486,0.001486,0.001486
88,2573.09,1.30711,0.90624,0.90015,0.43973,0.33049,0.33409,0.19466,1.33683,0.98348,0.90576,0.001387,0.001387,0.001387
89,2601.31,1.31391,0.91001,0.9011,0.44445,0.32914,0.3349,0.19512,1.33776,0.98257,0.90599,0.001288,0.001288,0.001288
90,2628.58,1.31278,0.91161,0.90177,0.44052,0.32843,0.33436,0.194,1.33636,0.9827,0.90618,0.001189,0.001189,0.001189
91,2655.75,1.285,0.88756,0.90231,0.43421,0.32818,0.33153,0.19241,1.34034,0.98661,0.90659,0.00109,0.00109,0.00109
92,2681.79,1.27535,0.87224,0.89848,0.42969,0.32942,0.33192,0.19259,1.34257,0.98656,0.90735,0.000991,0.000991,0.000991
93,2709.46,1.2719,0.86942,0.89769,0.44249,0.32465,0.33137,0.19255,1.34232,0.98534,0.90753,0.000892,0.000892,0.000892
94,2736.63,1.26692,0.86431,0.89879,0.44137,0.32496,0.33086,0.19258,1.34269,0.98557,0.90715,0.000793,0.000793,0.000793
95,2765.07,1.26306,0.85901,0.89711,0.43366,0.32899,0.33093,0.1927,1.34174,0.98493,0.90673,0.000694,0.000694,0.000694
96,2792.56,1.25973,0.85504,0.89574,0.42998,0.32837,0.33071,0.19211,1.3424,0.9858,0.90645,0.000595,0.000595,0.000595
97,2819.47,1.25676,0.85186,0.89561,0.43405,0.32797,0.33068,0.19226,1.34163,0.98585,0.90624,0.000496,0.000496,0.000496
98,2846.86,1.25281,0.84883,0.89377,0.4374,0.32775,0.3308,0.19272,1.34099,0.98547,0.90606,0.000397,0.000397,0.000397
99,2874.13,1.25367,0.84702,0.89437,0.43762,0.32841,0.33209,0.19289,1.34143,0.98567,0.90602,0.000298,0.000298,0.000298
100,2900.63,1.25318,0.84528,0.89403,0.4417,0.32598,0.33146,0.193,1.34088,0.98554,0.90593,0.000199,0.000199,0.000199
